Movie_Name,Genre,Running_Time,Metascore,Release_year,IMDb_Rating,Movie_Description,Votes,Gross
Ghost in the Shell Arise: Border 2 - Ghost Whisper,"Animation, Action, Sci-Fi",57 min,,2013,7.1,"Witness the formation of the legendary Public Security Section 9. When a clandestine organization hacks every car in the city, Kusanagi recruits a lethal team of cyber operatives to clamp down on the chaos and make the city safe again.","3,128",
Monsters,"Adventure, Drama, Romance",94 min,63,2010,6.4,"Six years after Earth has suffered an alien invasion, a cynical journalist agrees to escort a shaken American tourist through an infected zone in Mexico to the safety of the U.S. border.","95,066",$0.24M
Class of 1999,"Action, Horror, Sci-Fi",99 min,33,1990,5.9,"Three ex-military robots are reprogrammed as teachers and secretly placed in a school where most students are part of organized gangs. They begin to respond violently to unruly students, and their military training starts to take over.","8,244",$2.46M
The Last Starfighter,"Action, Adventure, Sci-Fi",101 min,67,1984,6.7,"High schooler Alex Rogan conquers the Starfighter video game, only to find out it was just a test, and is transported to another planet. He has been recruited to join a team of the best starfighters to defend their world from the attack.","44,681",$28.73M
Blue Sunshine,"Horror, Thriller",94 min,,1977,5.9,"A bizarre series of murders begins in Los Angeles, where people start going bald and then become homicidal maniacs. But could the blame rest on a particularly dangerous form of LSD called Blue Sunshine the murderers took ten years before?","3,112",
The Bed Sitting Room,"Comedy, Sci-Fi",90 min,,1969,6.1,"In post-nuclear-holocaust England, a handful of bizarre characters struggles on with their lives in the ruins, among endless heaps of ash, piles of broken crockery and brick, muddy plains, ...                See full summary »","2,441",
Clara,"Drama, Sci-Fi",105 min,43,2018,6.7,"An obsessive astronomer and a curious artist form an unlikely bond which leads them to a profound, scientific discovery.","5,516",
Green Lantern: First Flight,"Animation, Action, Adventure",77 min,,2009,7.1,"Test pilot Hal Jordan finds himself recruited as the newest member of the intergalactic police force, The Green Lantern Corps.","17,251",
Himmelskibet,"Adventure, Fantasy, Sci-Fi",97 min,,1918,6.4,"A group of researchers from Earth travel in a spaceship to Mars, where, to big surprise, they find a peaceful vegetarian and pacifist civilization.",754,
Teen Titans: The Judas Contract,"Animation, Action, Adventure",84 min,,2017,7,"A group of teen super heroes grow up together, fighting evil in their city.","16,520",
The Plan,"Action, Adventure, Drama",112 min,,2009,6.9,"When the initial Cylon attack against the Twelve Colonies fails to achieve complete extermination of human life as planned, twin Number Ones (Cavils) embedded on Galactica and Caprica must improvise to destroy the human survivors.","20,957",
Tôkyô zankoku keisatsu,"Action, Comedy, Horror",110 min,,2008,5.9,"In future Tokyo, a young woman in the privatized police force tracks down her father's killer while battling against mutant rebels known as engineers.","12,360",
Chik yeung tin si,"Action, Crime, Thriller",111 min,66,2002,6.6,A conflict of interest between two high-kicking assassin sisters is complicated as they're pursued by the criminals who hired them and an equally high-kicking female cop.,"7,878",$0.08M
The Sorcerers,"Horror, Sci-Fi",86 min,,1967,6.2,"An aging hypnotist creates a device that allows the user to control the mind of another person, but his wife abuses its power by manipulating a younger man to commit evil acts.","2,227",
Space Jam,"Animation, Adventure, Comedy",88 min,59,1996,6.5,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.","206,436",$90.46M
Arachnophobia,"Comedy, Horror, Thriller",109 min,67,1990,6.5,A species of South American killer spider hitches a lift to the U.S. in a coffin and starts to breed and kill.,"73,369",$53.21M
Fase 7,"Comedy, Sci-Fi, Thriller",97 min,,2010,5.9,Inside a quarantined apartment building a man must protect his pregnant wife from his new neighbors.,"3,365",
Ink,"Action, Drama, Fantasy",107 min,,2009,6.8,"A mysterious creature, known as Ink, steals a child's soul in hopes of using it as a bargaining chip to join the Incubi - the group of supernatural beings responsible for creating nightmares.","22,156",
Appurushido: Ekusu makina,"Animation, Action, Adventure",105 min,,2007,7,"With Brialeos convalescing after a mission, Deunan is assigned a new and remarkably familiar partner as a strange wave of terrorist attacks plague Olympus.","9,777",
Santo el enmascarado de plata y Blue Demon contra los monstruos,"Action, Adventure, Fantasy",85 min,,1970,6,"To foil his plan for world domination, wrestling superheroes El Santo and Blue Demon battle the mad Dr. Halder and his army of reanimated monsters.",424,
Aachi & Ssipak,"Animation, Action, Comedy",90 min,,2006,6.8,"In a future where energy is made from fecal matter, the government rewards defecation with ""juicybars"". Small-time hustlers try to get rich while fending off the mutated Diaper Gang.","1,801",
Chandu the Magician,"Action, Adventure, Comedy",71 min,,1932,6.2,"When delusional madman Roxor kidnaps a scientist in hopes of using his death ray to achieve world dominance, he is opposed by Chandu, a powerful hypnotist and yogi.","1,092",
Hellboy Animated: Blood and Iron,"Animation, Action, Adventure",75 min,,2007,6.6,"Hellboy (Ron Perlman) and his team face off against a new supernatural threat, while Professor Bruttenholm (Sir John Hurt) must investigate the possible reemergence of a vampire he had slain decades prior.","4,067",
Burakku Majikku M-66,"Animation, Action, Sci-Fi",48 min,,1987,6.4,A freelance reporter discovers that two killer androids are running loose and have a little girl for a kill target.,"1,260",
Star Trek III: The Search for Spock,"Action, Adventure, Sci-Fi",105 min,56,1984,6.6,Admiral Kirk and his bridge crew risk their careers stealing the decommissioned U.S.S. Enterprise to return to the restricted Genesis Planet to recover Spock's body.,"84,056",$76.47M
Dragon Ball Z - Doragon bôru zetto: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru,"Animation, Action, Sci-Fi",52 min,,1995,7.5,"The Z-fighters find themselves in the middle of another extraterrestrial conflict, which includes a sword-wielding warrior named Tapion, a wizard and an enormous kaiju-like monster named Hirudegarn.","9,295",
Higashi no Eden Gekijoban I: The King of Eden,"Animation, Action, Comedy",80 min,,2009,6.8,"Picking up from where the TV series left off, Saki Morimi is back in the United States, trying to find Akira Takizawa. Meanwhile, other Selecao begin to truly play the game, some taking ...                See full summary »","1,601",
Tron,"Action, Adventure, Sci-Fi",96 min,58,1982,6.7,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.,"126,006",$33.00M
Sora no daikaijû Radon,"Horror, Sci-Fi",82 min,,1956,6.2,"A mining engineer investigates the death of his fellow coworkers and discovers prehistoric nymphs emerging from the mines. As he heads deeper into the mines, he makes a more horrifying discovery in the form a prehistoric flying creature.","5,626",$0.50M
Prometheus,"Adventure, Mystery, Sci-Fi",124 min,64,2012,7,"Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.","626,486",$126.48M
Universal Soldier: Day of Reckoning,"Action, Horror, Mystery",114 min,58,2012,5.1,"John looks to take down Luc Deveraux after a home invasion claims his wife and daughter. The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit.","20,988",$0.01M
Kiseijuu,"Action, Drama, Horror",109 min,,2014,6.8,"The humanity is suffering from murders all over the globe, called ""Mincemeat murders"". High school student, Izumi Shinichi has a parasite living off him, having replaced his right hand, and he might be the discoverer of truth.","5,049",
The Fare,"Fantasy, Mystery, Romance",82 min,,2018,6.3,"A taxi driver finds himself trapped in a time loop. He picks up a pretty woman in a rural area at night. Later she disappears. The loop starts over, when he switches the meter back to vacant.","3,148",
Thirst,"Drama, Horror, Mystery",95 min,,1979,5.8,"The descendant of Elizabeth Bathory is abducted by a cult of blood-drinking, self-proclaimed supermen who want her to join them.","1,613",
Ghost in the Shell Arise: Border 4 - Ghost Stands Alone,"Animation, Action, Sci-Fi",59 min,,2014,7.1,"When the riot squad starts shooting citizens during the holiday season, the Major and her team must track down a terrorist hacker who operates under the name Fire-Starter.","2,261",
Eva,"Adventure, Drama, Fantasy",94 min,57,2011,6.6,A shy genius is employed by his former university to design robot software.,"10,300",$0.01M
Ji hun,"Drama, Mystery, Sci-Fi",130 min,,2021,6.6,"The founder of a corporation developing a futuristic cancer treatment is brutally murdered, and a prosecutor sidelined by the illness asks to lead the case, assisted by his newly pregnant detective wife.","3,151",
I Married a Monster from Outer Space,"Horror, Sci-Fi",78 min,,1958,6.3,"Aliens arrive on Earth to possess the bodies of humans. One of their first victims is a young man, whose new wife soon realizes something is wrong with him.","2,951",
Bill & Ted Face the Music,"Adventure, Comedy, Music",91 min,65,2020,5.9,"Once told they'd save the universe during a time-traveling adventure, two would-be rockers from San Dimas, California find themselves as middle-aged dads still trying to crank out a hit song and fulfill their destiny.","50,978",
The Manchurian Candidate,"Drama, Horror, Mystery",129 min,76,2004,6.6,"In the midst of the Gulf War, soldiers are kidnapped and brainwashed for sinister purposes.","113,930",$65.96M
Solaris,"Drama, Mystery, Romance",99 min,65,2002,6.2,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,"84,901",$14.97M
The Thirteenth Floor,"Mystery, Sci-Fi, Thriller",100 min,36,1999,7,A computer scientist running a virtual reality simulation of 1937 becomes the primary suspect when his colleague and mentor is murdered.,"75,141",$15.50M
The Wild Blue Yonder,Sci-Fi,80 min,65,2005,6.1,"An alien narrates the story of his dying planet, his and his people's visits to Earth and Earth's man-made demise, while human astronauts attempt to find an alternate planet for surviving humans to live on.","3,815",
Grabbers,"Action, Adventure, Comedy",94 min,62,2012,6.3,"When an island off the coast of Ireland is invaded by bloodsucking aliens, the heroes discover that getting drunk is the only way to survive.","19,015",
Ghost in the Shell Arise: Border 1 - Ghost Pain,"Animation, Action, Sci-Fi",58 min,,2013,7.1,"In this prequel set one year after the fourth World War, cyborg and hacker extraordinaire Motoko Kusanagi from the military's 501st Secret Unit finds herself wrapped up in the investigation of a devastating bombing.","4,251",
20-seiki shônen: Honkaku kagaku bôken eiga,"Adventure, Fantasy, Mystery",142 min,,2008,6.6,"Years after a schoolboy writes a book of prophecies, a mysterious super-villain uses it as his master-plan of world destruction.","2,723",
The Valley of Gwangi,"Action, Adventure, Family",96 min,,1969,6.2,"A cowboy named Tuck Kirby seeks fame and fortune by capturing an Allosaurus living in a Mexican valley and putting it in a wild west show. His star attraction, called the Gwangi, turns out to have an aversion to being shown in public.","4,802",
Zeder,"Horror, Mystery",98 min,,1983,6.1,"Stefano, a young journalist, buys a used typewriter and accidentally sees that some text is still readable on the ribbon. He manages to reconstruct the story of a scientist, Paolo Zeder, ...                See full summary »","2,378",
Lifeforce,"Action, Horror, Mystery",101 min,50,1985,6.1,"A race of space vampires arrives in London and infects the populace, beginning an apocalyptic descent into chaos.","27,815",$11.60M
A Boy and His Dog,"Comedy, Drama, Sci-Fi",91 min,68,1975,6.4,A young man and his telepathic dog wander a post-apocalyptic wasteland.,"18,574",$6.90M
Aurora,"Romance, Sci-Fi, Thriller",124 min,58,2012,6,A neuron-transfer scientist experiments with the thoughts of a comatose young woman.,"2,807",
Mars Attacks!,"Comedy, Sci-Fi",106 min,52,1996,6.4,Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,"236,380",$37.77M
The Crazies,"Action, Horror, Sci-Fi",103 min,63,1973,6.1,"The military attempts to contain a manmade combat virus that causes death and permanent insanity in those infected, as it overtakes a small Pennsylvania town.","14,170",$0.15M
Panic in Year Zero!,"Action, Horror, Sci-Fi",93 min,,1962,6.6,"A family leaves L.A. for a camping trip - just before a nuclear bomb destroys the city. As the city descends into chaos, the father must fight to keep his family alive.","4,418",
Cocoon,"Comedy, Drama, Sci-Fi",117 min,65,1985,6.7,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor.","66,536",$76.11M
First Men in the Moon,"Adventure, Sci-Fi",103 min,,1964,6.5,"When a spaceship lands on the moon, it is hailed as a new accomplishment, before it becomes clear that a Victorian party completed the journey in 1899, leading investigators to that mission's last survivor.","6,113",$1.65M
Frankenstein Meets the Wolf Man,"Fantasy, Horror, Sci-Fi",74 min,,1943,6.4,"The resurrected Wolf Man, seeking a cure for his malady, enlists the aid of a mad scientist, who claims he will not only rid the Wolf Man of his nocturnal metamorphosis, but also revive the frozen body of Frankenstein's inhuman creation.","9,481",
The Abominable Snowman,"Adventure, Horror",91 min,,1957,6.4,A kindly English botanist and a gruff American scientist lead an expedition to the Himalayas in search of the legendary Yeti.,"4,709",
Spies in Disguise,"Animation, Action, Adventure",102 min,54,2019,6.8,"When the world's best spy is turned into a pigeon, he must rely on his nerdy tech officer to save the world.","53,711",$66.76M
Ant-Man and the Wasp,"Action, Adventure, Comedy",118 min,70,2018,7,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.","431,849",$216.65M
Armitage III: Poly Matrix,"Animation, Action, Drama",90 min,,1996,6.7,"Armitage is a brash cybernetic cop with a racy wardrobe who patrols a Mars metropolis. She and her stoic partner, Sylibus, risk everything to track a killer who is revealing his female victims' identities as highly-advanced androids.","1,885",
Cypher,"Mystery, Sci-Fi, Thriller",95 min,,2002,6.7,"An unsuspecting, disenchanted man finds himself working as a spy in the dangerous, high-stakes world of corporate espionage. Quickly getting way over-his-head, he teams up with a mysterious femme fatale.","31,752",
Xtro,"Horror, Sci-Fi",86 min,,1982,5.6,An alien creature impregnates a woman who gives birth to a man who was abducted by aliens three years ago. The man reconnects with his wife and son for a sinister purpose.,"7,799",
The Lego Movie 2: The Second Part,"Animation, Action, Adventure",107 min,65,2019,6.6,"It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.","73,018",$105.81M
Patrick,"Drama, Horror, Sci-Fi",112 min,,1978,6.1,A comatose hospital patient harasses and kills through his powers of telekinesis to claim his private nurse as his own.,"3,727",
The Maze Runner,"Action, Mystery, Sci-Fi",113 min,57,2014,6.8,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.","489,514",$102.43M
Frankenstein and the Monster from Hell,"Horror, Sci-Fi",95 min,,1974,6.3,Baron Frankenstein works with a mental patient to reanimate the dead.,"4,169",$0.12M
The Two Faces of Dr. Jekyll,Horror,88 min,,1960,6.3,"Dr. Henry Jekyll experiments with scientific means of revealing the hidden, dark side of man and releases a murderer from within himself.","3,141",
Dragon Ball Z: Moetsukiro!! Nessen Ressen Chô-Gekisen,"Animation, Action, Fantasy",72 min,,1993,7.4,"Goku, Vegeta, and the rest of the Dragon Team search for the fabled Legendary Super Saiyan, a destructive, all-powerful warrior.","11,464",
Alien Abduction: Incident in Lake County,"Drama, Horror, Sci-Fi",93 min,,1998,6.3,"After a mysterious blackout, a son goes out to investigate and captures footage of actual aliens. When the aliens follow him and his brothers back to their home, all hell breaks loose.","3,746",
Body Bags,"Comedy, Horror, Sci-Fi",94 min,54,1993,6.2,"Three short stories in the horror genre: the first about a serial killer, the second about a hair transplant gone wrong, and the third about a baseball player.","11,875",
By Dawn's Early Light,"Action, Drama, Thriller",100 min,,1990,6.9,"A non-NATO nuclear missile is fired from Turkey at USSR, where it detonates. Soviet response is automatic as it's seen as a NATO missile. Can continued escalation be avoided? We follow the US president and a bomber crew.","3,927",
G.I. Joe: The Movie,"Animation, Action, Adventure",93 min,,1987,7,The heroic G.I. Joe action force must oppose the ruthless Cobra organization that has secretly allied with a subterranean reptilian people who were their founders.,"5,845",
War of the Worlds,"Action, Adventure, Sci-Fi",116 min,73,2005,6.5,An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.,"463,418",$234.28M
Escape from the Planet of the Apes,"Action, Sci-Fi",98 min,69,1971,6.3,"The world is shocked by the appearance of three talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society, but one man believes them to be a threat to the human race.","37,377",$12.30M
Radioactive Dreams,"Action, Adventure, Comedy",98 min,,1984,5.5,"After a nuclear war, Phillip Hammer and Marlowe Chandler have spent fifteen years on their own in a bunker, stuffed with junk from the 40s and old detective novels. Now, nineteen-years-old,...                See full summary »","1,859",$0.22M
Britannia Hospital,"Comedy, Sci-Fi",116 min,,1982,6.2,The chaotic workings of a hospital with staff on strike.,"2,844",
WXIII: Patlabor the Movie 3,"Animation, Action, Crime",102 min,47,2001,6.6,Two police detectives and SV2 investigate a series of mysterious acts of deadly destruction occuring in and around Tokyo Bay.,"1,364",
Gundala,"Action, Adventure, Drama",123 min,,2019,6.1,Indonesia's preeminent comic book superhero and his alter ego Sancaka enter the cinematic universe to battle the wicked Pengkor and his diabolical squad of orphan assassins.,"5,518",
I Am Mother,"Drama, Mystery, Sci-Fi",113 min,64,2019,6.7,"In the wake of humanity's extinction, a teenage girl is raised by a robot designed to repopulate the earth. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.","96,044",
Reign of the Supermen,"Animation, Action, Adventure",87 min,,2019,6.7,"After the death of Superman, several new people present themselves as possible successors.","15,628",
Gintama,"Action, Adventure, Comedy",131 min,,2017,6.1,"In an era where aliens have invaded and conquered feudal Tokyo, a young samurai seeks work as he can.","2,630",
When Worlds Collide,"Action, Sci-Fi, Thriller",83 min,,1951,6.6,"As a new star and planet hurtle toward a doomed Earth, a small group of survivalists frantically work to complete the rocket which will take them to their new home.","8,668",
Explorers,"Adventure, Comedy, Family",109 min,58,1985,6.4,"A boy obsessed with '50s sci-fi movies about aliens has a recurring dream about a blueprint of some kind, which he draws for his inventor friend. With the help of a third kid, they follow it and build themselves a spaceship. Now what?","23,060",$9.87M
Trancers,"Action, Sci-Fi",76 min,64,1984,6,A gruff bounty hunter travels back in time to 1980s Los Angeles to stop a twisted criminal who can transform people into zombie-like creatures.,"7,173",
CQ,"Comedy, Drama, Sci-Fi",88 min,56,2001,6.2,"A young filmmaker in 1960s Paris juggles directing a cheesy sci-fi debacle, directing his own personal art film, coping with his crumbling relationship with his girlfriend, and realizing that he's infatuated with the sci-fi film's starlet.","5,018",$0.41M
Barbarella,"Adventure, Comedy, Fantasy",98 min,51,1968,5.8,"Barbarella, an astronaut from the 41st century, sets out to find and stop the evil scientist Durand Durand, whose Positronic Ray threatens to bring evil back into the galaxy.","36,591",
28 Weeks Later,"Action, Adventure, Horror",100 min,78,2007,6.9,"Six months after the rage virus was inflicted on the population of Great Britain, the US Army helps to secure a small area of London for the survivors to repopulate and start again. But not everything goes according to plan.","285,755",$28.64M
Conquest,"Action, Adventure, Fantasy",88 min,,1983,5.2,"A young man, armed with a magical bow and arrows, embarks on a mystical journey through a mystical land to rid it of all evil and joins forces with an outlaw to take down an evil witch bent on claiming the magic bow for evil.","2,659",
Time Lapse,"Horror, Mystery, Sci-Fi",104 min,50,2014,6.5,"Three friends discover a mysterious machine that takes pictures twenty-four hours into the future, and conspire to use it for personal gain, until disturbing and dangerous images begin to develop.","47,732",
Stake Land,"Drama, Horror, Sci-Fi",98 min,66,2010,6.4,"In a world of vampires, an expert vampire hunter and his young protégé travel toward sanctuary.","43,529",$0.02M
20 Million Miles to Earth,"Adventure, Family, Fantasy",82 min,,1957,6.3,"The first U.S. spaceship to Venus crash-lands off the coast of Sicily on its return trip. A dangerous, lizard-like creature comes with it and quickly grows gigantic.","7,726",
Oxygène,"Drama, Fantasy, Sci-Fi",100 min,67,2021,6.5,"A woman wakes in a cryogenic chamber with no recollection of how she got there. As she's running out of oxygen, she must rebuild her memory to find a way out of her nightmare.","42,140",
The Book of Eli,"Action, Adventure, Drama",118 min,53,2010,6.8,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.","329,394",$94.84M
Superman/Batman: Public Enemies,"Animation, Action, Drama",67 min,,2009,7.1,"When Lex Luthor gets elected US President, he uses the threat of an oncoming kryptonite meteor striking Earth as a rationale to frame Superman.","24,890",
Batman: Gotham Knight,"Animation, Action, Crime",75 min,,2008,6.7,A collection of key events mark Bruce Wayne's life as he journeys from beginner to Dark Knight.,"29,625",
Kôkaku Kidôtai Shin Gekijôban,"Animation, Action, Sci-Fi",100 min,,2015,6.6,"Newport-City 2029: Major, an advanced female cyborg, is in charge of the anti-terrorism etc. unit reporting directly to the government. Taking out terrorists and freeing hostages at an embassy doesn't go smoothly. Major investigates why.","4,025",$0.10M
Chiu kap hok hau ba wong,"Action, Comedy, Sci-Fi",95 min,,1993,5.9,"Ryu, Dhalsim and Vega are sent out to stop M. Bison. They befriend a teenage school student and seek out Bison. Bison sends out his own soliders, Ken and Sagat.","1,416",
Twice-Told Tales,"Horror, Mystery, Romance",120 min,,1963,6.6,"Three horror stories based on the writings of Nathaniel Hawthorne. In the first story titled ""Dr. Heidegger's Experiment"", Heidegger attempts to restore the youth of himself, his fiancee ...                See full summary »","3,330",
Gamgi,"Action, Drama, Sci-Fi",122 min,40,2013,6.6,"Chaos ensues when a lethal, airborne virus infects the population of a South Korean city less than 20 kilometers from Seoul.","14,071",
Twilight Zone: The Movie,"Horror, Sci-Fi",101 min,44,1983,6.4,"Four horror and science fiction segments, directed by four famous directors, each of them being a new version of a classic story from Rod Serling's landmark television series.","39,847",$29.50M
It's Alive,"Horror, Sci-Fi",91 min,72,1974,5.8,"The Davises expect a baby, which turns out to be a monster with a nasty habit of killing when it's scared. And it's easily scared.","8,466",
Ghost in the Shell Arise: Border 3 - Ghost Tears,"Animation, Action, Sci-Fi",55 min,,2014,7.1,"Motoko and Batou work to try to stop a terrorist organization whose symbol is the Scylla. Meanwhile, Togusa investigates a murder of a man who possessed a prosthetic leg manufactured by the Mermaid's Leg corporation.","2,838",
TiMER,"Comedy, Drama, Romance",99 min,,2009,6.5,"If a clock could count down to the moment you meet your soul mate, would you want to know?","13,238",
Thunderbirds Are GO,"Animation, Action, Adventure",93 min,,1966,6.4,"When the launch of a mission to Mars goes awry due to sabotage, International Rescue is requested to assist in the mission's second attempt.","2,529",
Doctor Who,"Adventure, Drama, Sci-Fi",89 min,,1996,6.3,"The newly-regenerated Doctor takes on the Master on the turn of the millennium, 31 December 1999.","10,038",
Fire in the Sky,"Biography, Drama, Fantasy",109 min,42,1993,6.5,An Arizona logger mysteriously disappears for five days in an alleged encounter with a flying saucer in 1975. His co-workers endure ridicule and contempt as they are wrongly accused of murder.,"26,814",$20.10M
The Lego Star Wars Holiday Special,"Animation, Action, Adventure",44 min,,2020,6.4,"Rey leaves her friends to prepare for Life Day as she sets off on an adventure to gain a deeper knowledge of the Force. At a mysterious temple, she is hurled into a cross-timeline adventure. Will she make it back in time for Life Day?","7,424",
Dark Angel,"Action, Crime, Horror",91 min,,1990,6.1,A Renegade Cop is forced to work with an FBI Agent in order to bring down a group of Drug Dealers with sinister plans.,"13,155",$4.35M
Stargate,"Action, Adventure, Sci-Fi",116 min,42,1994,7,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.","198,849",$71.57M
Fukkatsu no hi,"Adventure, Drama, Horror",156 min,,1980,6.2,"After a virus devastates the global human population, survivors in Antarctica desperately try to find a cure and save the human race.","2,879",
Womb,"Drama, Romance, Sci-Fi",111 min,48,2010,6.3,"A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision.","14,836",
Synchronic,"Drama, Horror, Mystery",102 min,64,2019,6.2,"Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.","37,360",
Dragon Ball Z: Doragon bôru Z - Kami to Kami,"Animation, Action, Adventure",85 min,,2013,7.1,"The Z-Fighters must contend with Lord Beerus, the God of Destruction, but only a God can fight a God, and none of them are Gods. However with the creation of the Super Saiyan God, will the Z-Fighters be able to defeat Lord Beerus?","29,131",$2.55M
Avengers: Age of Ultron,"Action, Adventure, Sci-Fi",141 min,66,2015,7.3,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.","895,280",$459.01M
Advantageous,"Drama, Family, Sci-Fi",90 min,59,2015,6.1,"In a near-future city where soaring opulence overshadows economic hardship, Gwen and her daughter Jules do all they can to hold on to their joy together, despite the instability surfacing in their world.","5,801",
Aelita,"Animation, Adventure, Comedy",111 min,,1924,6.4,"A mysterious radio message is beamed around the world, and among the engineers who receive it are Los, the hero, and his colleague Spiridonov. Los is an individualist dreamer. Aelita is the...                See full summary »","2,787",
Frankenstein tai Baragon,"Horror, Sci-Fi, Thriller",90 min,,1965,5.5,"Near the end of WWII, Germans transport the immortal heart of Frankenstein's monster to Japan, where it is seeming lost in the bombing of Hiroshima. Years later a wild boy is found, born from the immortal heart.","2,303",
The Signal,"Horror, Sci-Fi, Thriller",103 min,63,2007,6,"A horror film told in three parts, from three perspectives, in which a mysterious transmission that turns people into killers invades every cell phone, radio, and television.","21,646",$0.60M
*batteries not included,"Comedy, Family, Fantasy",106 min,54,1987,6.6,Aliens help a feisty old New York couple in their battle against the ruthless land developer who's out to evict them.,"36,860",$32.95M
Trollhunters: Rise of the Titans,"Animation, Action, Adventure",104 min,,2021,6.6,The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.,"5,626",
Iron Man Three,"Action, Adventure, Sci-Fi",130 min,62,2013,7.1,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.","877,292",$409.01M
The Blob,"Horror, Sci-Fi",86 min,58,1958,6.3,An alien lifeform consumes everything in its path as it grows and grows.,"28,126",
The Stuff,"Comedy, Horror, Sci-Fi",87 min,,1985,5.9,"A delicious, mysterious goo that oozes from the earth is marketed as the newest dessert sensation, but the tasty treat rots more than teeth when zombie-like snackers who only want to consume more of the strange substance at any cost begin infesting the world.","17,556",
Blast from the Past,"Comedy, Drama, Romance",112 min,48,1999,6.7,A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.,"69,472",$26.49M
Gantz,"Action, Horror, Sci-Fi",130 min,,2010,6.4,"After trying to rescue a man on the subway tracks, two teens wake up in a room dominated by a mysterious black sphere that sends them to hunt down and kill aliens hiding on Earth.","8,136",
Tiempo después,"Comedy, Sci-Fi",99 min,,2018,5.7,"In a distant point of time, a man alters the world he knows when he tries to sell lemonade.","1,448",
Bijo to ekitai ningen,"Crime, Horror, Sci-Fi",86 min,,1958,6,"When a narcotics deal goes sour and a suspect disappears, leaving only his clothes, Tokyo police question his wife and stake out the nightclub where she works. His disappearance stumps the ...                See full summary »","1,563",
Tarantula,"Horror, Sci-Fi",80 min,,1955,6.4,A spider escapes from an isolated Arizona desert laboratory experimenting in giantism and grows to tremendous size as it wreaks havoc on the local inhabitants.,"10,271",$1.10M
Sinbad and the Eye of the Tiger,"Action, Adventure, Family",113 min,,1977,6.4,Sinbad The Sailor sails to deliver a cursed prince to a dangerous island in the face of deadly opposition from a powerful witch.,"8,296",$16.79M
Short Circuit,"Comedy, Family, Sci-Fi",98 min,50,1986,6.6,"Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes.","64,557",$40.70M
Battlestar Galactica,"Action, Adventure, Sci-Fi",148 min,,1978,6.7,"After the destruction of the Twelve Colonies of Mankind, the last major fighter carrier leads a makeshift fugitive fleet on a desperate search for the legendary planet Earth.","10,377",
Ci sha xiao shuo jia,"Action, Adventure, Fantasy",130 min,,2021,6.2,"Six years after the abduction of his daughter, a man is hired to kill the author of a fantasy novel, but the world of the novel seems to intersect with reality.","3,245",$0.16M
Weird Science,"Comedy, Romance, Sci-Fi",94 min,46,1985,6.6,"Two high-school nerds use a computer program to literally create the perfect woman, who promptly turns their lives upside-down.","94,120",$23.83M
Next Gen,"Animation, Action, Adventure",106 min,,2018,6.6,"A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.","18,680",
The Handmaid's Tale,"Drama, Romance, Sci-Fi",109 min,53,1990,6,"Under a dystopian religious tyranny, most women cannot conceive children. Those young women who can live in a form of sexual slavery to provide children for influential families.","10,265",$4.96M
